FSC-A,SSC-A,CD3,CD4,CD8,CD14,CD19,CD45,CD56,CD20,sample_id
73746.00831880557,21449.925818044234,5772.328679257453,4664.722911630381,556.7254288037982,693.3038776019104,492.1267882726901,7856.53422973955,308.95762554659905,1491.7903715931286,test_sample_2
56078.7289884495,23422.048634892162,5266.128001750961,5963.445823489277,1214.9172318461253,1425.5933746319986,142.4476553224021,9276.365609098237,872.3615052691226,118.56246471094839,test_sample_2
40574.585259553234,24594.547246472383,181.70130796540332,303.03313847543376,28.427040246182955,1308.6068284393361,3467.0436274878166,6727.5326616765915,417.8153451842348,2709.8463125795092,test_sample_2
57212.89276773734,47625.04635583684,805.8945398726933,164.03097063776374,10.0,8216.908095046969,419.27148534797465,8400.577866442054,867.3877477926721,634.9607886733447,test_sample_1
40513.29204582624,34370.412603375415,4634.579877928839,1389.5776361899689,16.0,10.0,12.0,6381.327745239696,194.53481793501265,1300.1587634620682,test_sample_1
50072.12551652511,17213.927171253035,3699.801819475997,510.59272580802525,3160.513227834468,1159.9874686732755,692.5251966731362,6917.127721801328,1258.8597875188057,614.8210670961155,test_sample_3
44995.31821196769,32278.348974774988,4449.783950242524,6406.169367279047,18.11294983155352,10.0,12.0,8319.17785495391,10.0,806.731892532805,test_sample_1
37341.61944621469,29299.757905632687,1539.3671196394594,1147.993094488934,1040.0551300143775,570.2823535260404,1156.9100519837434,4616.363995518298,7664.840476986318,95.89293813954802,test_sample_3
44777.10042473701,31946.665164285576,7280.73563613399,5563.226228268519,834.2661143501244,405.10451091668983,376.50223100583656,6279.476082837311,36.54662359333297,281.2145734396793,test_sample_2
53592.51827346429,32664.646984821695,1087.365863209705,456.72809655940034,847.8680635098762,164.80593376255746,10836.352917292985,3737.259313691902,1276.6957139863584,4624.127904130178,test_sample_3
42616.2493942484,42188.89867481868,506.37341129771886,787.3694553986203,1008.2752316040803,1000.2831554040911,451.2465759405668,6758.211953639317,7331.369382158364,167.16033959374113,test_sample_2
58575.97096360255,24157.258919150558,841.4857697249385,491.96087817427247,1401.66095782383,1036.6803363304382,457.965617496189,5897.168372482107,6883.387349002135,881.8284258312787,test_sample_1
41744.33581513717,37787.21034957113,4603.832221948068,3762.1895516239415,1091.9075756923305,808.379987141926,71.03513139795211,7541.4905787114985,10.0,737.458459935124,test_sample_1
44118.782168207086,44897.67208419482,2505.018922292641,94.19070570484595,5079.528128667763,245.52952875308165,375.61290306037233,8166.446182519889,1201.5458733962416,304.8369119351073,test_sample_1
47180.83428953575,12049.543475130551,4341.906830936814,7480.625271306411,871.1748922065868,10.0,203.00868296397576,9871.863135319145,1575.8636212820877,1866.0532542394099,test_sample_2
42538.88492051262,36090.60721517115,3131.978725852875,726.0962652610382,5424.399019197154,1189.4418518995622,730.2839429090864,7172.865965680012,16.0,10.0,test_sample_3
56041.49672012175,34086.71717674906,1768.5828080836752,1646.5684845099236,5936.55829969304,314.46210238537896,189.98393022678295,6672.144394742141,717.0280896021337,10.0,test_sample_1
36144.02348697038,20404.518653054532,512.512758234756,282.89169856699937,851.2797703570917,844.7890142480072,3427.6612002615084,6400.95982683772,10.0,3071.0624946198104,test_sample_2
71102.89342102455,30333.969245639615,1366.895930583068,1448.2811134231197,285.1270655046566,8862.353375201117,10.0,8782.366534736788,546.4301989740788,619.476228277441,test_sample_2
30544.15153582434,33296.21819417517,632.8370351199901,565.5290961487486,2714.5204722543394,167.24148353232397,713.7451437852113,6508.99144216432,4183.387391597366,10.0,test_sample_3
69813.68818802306,20875.33023421214,998.9721647367952,2370.4856499631237,453.58797740140307,7489.714240472633,756.1110054562073,7520.491738778766,2168.2877249530293,610.3451818659237,test_sample_1
61958.29924691403,40657.31571370752,5754.923520437456,4323.829904662032,739.9621127894226,165.60651828708615,288.3991463860548,7522.230569025128,94.64806416121041,884.2931656310141,test_sample_2
51991.815027456716,33251.84373514457,5491.063773031957,1328.6761327871957,5035.131976773271,346.979477400777,944.5878501571545,2583.9537679678665,1588.012488643977,539.9916332600667,test_sample_1
84156.04258407753,38811.143567289,349.84619514078247,255.02962202784863,964.8491209848423,3706.3260775715403,656.1317067315406,6432.879781715863,249.1594878396313,818.3233603315526,test_sample_2
58896.39888634055,17419.25580581817,7843.993004980417,912.9211274527647,4908.671272550708,789.2877167484667,592.8813721688346,4406.769075653776,1283.1967442813732,10.0,test_sample_2
70247.86159374888,12699.802794797786,6667.999538497264,546.5246001797069,7202.757380847834,734.6257530729551,690.1149800461948,8654.039262294362,1333.0362106705331,779.8490004511206,test_sample_2
43148.22125958427,38402.565071980476,1460.1439562642183,1616.4454630979667,2302.160366288025,811.5143460836254,154.64364931263586,10289.857048959137,6651.144337209718,162.73216157571827,test_sample_1
51773.64520102558,31498.879941825773,897.9631201903867,379.016430950609,2621.575697784535,10.0,10.0,8959.920697869418,4987.594686189385,247.20069223721134,test_sample_2
48735.391824440885,31992.16025158729,7106.447811985712,3456.598317462507,895.182135858436,10.0,18.16950689399682,10841.749975057206,1236.467822630189,661.1547404723901,test_sample_3
49614.54532778607,24684.580525977093,632.735089454746,617.5495616702439,355.6860122772335,12.0,4619.506311845058,5235.715186579976,759.391664173979,7614.438904547038,test_sample_1
70426.35280872659,42776.40475115722,243.7478800902465,653.9320389019252,10.0,7207.188990307497,1383.0203569227906,8610.532778326842,389.1151405964726,145.5651040756799,test_sample_3
34263.828006850265,29132.153026726548,12.0,739.8115532060061,10.0,691.4814951089492,5401.76018777765,7847.661907064449,338.7546633341402,4521.92652156718,test_sample_2
30526.47678368321,27653.691686376784,8124.5334586048475,6041.893318324588,654.5171051009518,10.0,810.3397236571176,7627.10183087108,319.44818084922883,232.76427483834334,test_sample_1
36173.96348759432,12061.372459990063,4527.77490125533,1014.8898603512539,7127.327512079406,469.5205296734284,464.6773040368397,4813.923842212235,309.36487279083815,309.0065752253373,test_sample_3
50009.24590910172,25659.482793162984,11614.43985497816,1499.642586775623,2103.2419798297137,809.0386320701186,10.0,8461.70478249765,1696.0770028653585,470.60388161326074,test_sample_3
48564.75349531348,24049.536830873534,6447.082127702639,1884.205695809223,8402.104386197034,760.0217593123272,403.8004482712321,5829.238727782401,45.105688913460114,10.0,test_sample_3
25332.04371575679,27611.09692163761,384.6686530551242,208.4599302918262,420.3255235130739,326.1921564622708,7057.37867512722,8258.989856643208,1493.6511676977384,2635.20550257175,test_sample_1
52699.78054369556,28983.931354890487,10913.841353445046,415.22729070614974,1886.1885651536131,1254.3073000213017,862.2651285704982,4817.561939280122,169.9723875830177,10.0,test_sample_2
67794.06268540098,17573.65463672482,992.7567357072822,84.38583856920698,3169.8124346331897,621.9423939545687,512.0751670297768,5128.05799956165,6723.302017045604,639.2174226540803,test_sample_2
55309.29606353897,17549.465978692206,7868.619447919635,6954.860008511258,392.0414117328165,1484.9059288102726,668.2215356048116,5579.231582420479,1320.9988689871338,838.0868646584844,test_sample_2
23850.685060977135,24073.153913752558,5853.762073010505,941.2665761956541,1580.07452817196,609.5239585882323,433.4381553303235,3720.494343637458,1333.3862229764677,342.43071045226634,test_sample_3
54550.33375347884,71729.72674407586,1044.05716334813,2570.000406388529,278.66003347135444,5542.575334621968,10.0,9098.784394834345,1228.380528804751,1208.8631242923125,test_sample_2
56818.09052382896,25853.12236065837,7491.649387222205,4010.84836948311,1046.9628122066672,486.01963126814917,12.0,5571.04429980032,1276.55683881376,791.9509831543945,test_sample_2
50316.424950146,31798.686058267376,6030.283671659016,5335.522487218949,16.0,610.5934977343237,945.8901027126149,8889.145880091042,601.3142323686088,742.8694527637983,test_sample_2
32044.298956229304,43010.91501845403,3463.7731190362856,1192.8001887856442,3248.1795007734027,396.0881777948233,458.45271913152925,6958.1195093558445,1466.9628625846174,1487.0319519756395,test_sample_2
30316.24669303986,20032.446617842455,329.01971939817184,627.4524942643133,201.7548474674328,39.62630386584013,5037.061584783052,6514.194936549473,731.192662935182,5692.321777351951,test_sample_3
43782.31862455528,19390.7345486045,12.0,212.41805229110093,601.3666395402455,2371.4429252304594,4665.873644521715,6612.839747332331,290.24989714317235,2424.0924568299824,test_sample_1
58644.725421104464,21221.79165570277,14.0,12.0,714.3793112082883,249.9906253134483,181.09394738118857,4086.940468679808,5035.286808836338,904.8901798234136,test_sample_2
39870.9429375724,43472.79324535931,519.7456156650003,1674.1973595310676,1445.823695520229,274.4920098383045,10.0,4530.845472952815,6853.993048588489,200.75411691622662,test_sample_3
78817.85387989924,2878.747251060111,2065.7189462972087,810.8525023749099,2969.2758634125275,272.6989708223164,468.38865874511345,5835.339334845974,5273.199379599997,423.78183639387385,test_sample_3
57335.95800418148,30638.877020258366,12.0,1026.8486841516308,721.8498921650466,4522.050579258338,378.24892441692623,8282.816455238633,305.3065158547936,499.50902035474746,test_sample_3
47878.901483764195,53803.511999264876,192.54004771745826,810.9497149971371,2562.2303894535926,722.1254138470811,10.0,7883.52532993351,5787.595755899496,10.0,test_sample_1
27780.826505917204,20614.07915621717,1538.667021967007,1482.2507700785852,10.0,858.3110995097429,4678.386640032931,6204.522934222805,297.8090214405366,3303.9947902729364,test_sample_3
42234.882978807815,41658.873204301526,1323.5627322273556,2234.3959439757264,903.504742147414,8600.960025855804,10.0,9600.964723049401,14.0,273.76253691943333,test_sample_2
41875.68782456745,20929.828817346657,5846.452403361204,293.81675324488646,96.0,576.402594647008,1547.1036931583335,9443.361673308525,744.5728805511974,661.5184696865383,test_sample_2
68922.10146028221,37130.928728343875,6724.977104762584,6879.58798627522,1071.5553762563359,608.9616894850037,1535.4253378664023,2682.6445228378907,204.91749047102664,403.6079894582697,test_sample_1
56100.31385109588,23786.995980844687,946.3109809534044,640.3270909993172,2017.1355421798435,367.5849616311873,1190.2504556969193,7336.371863815211,8026.469094358297,417.23685163450136,test_sample_3
49560.70978936122,27334.67573493336,990.5270722701437,1340.481345241239,810.4405553435936,2917.4122458569504,950.7095927273062,12522.438079142446,774.8912015950589,698.3275393360261,test_sample_3
63401.055683374136,21917.58918620103,5137.147616326909,92.95210583937933,3007.121919722477,482.7593137592592,99.09260407683246,5020.169632656157,1627.2570990849931,510.0054657283455,test_sample_1
57260.263550900265,15692.906491851638,6374.351451722578,1796.7062163934263,833.988165483202,938.8884656132805,300.35701696782763,5879.633174990409,31.917486561652822,36.950875447229805,test_sample_3
56315.89370079076,31837.297573929267,559.9183601578277,793.1545972703294,10.0,1053.0044139210945,4891.484596154305,6182.683084959697,234.76407067474327,3494.872914137478,test_sample_1
29578.36954943649,39661.30603830241,1847.02802650998,5247.344883200277,16.0,999.6394418828073,1431.5550023645283,8285.292779973166,529.3188870234347,852.6746861326178,test_sample_1
53482.69335732322,40399.218588657655,5736.27976366005,1134.8683324194233,6875.480228830729,100.8894867199412,980.8008633007197,5566.783953788498,655.7240661030073,567.3395581077792,test_sample_1
34750.71894191155,24668.547844747296,1751.93910466369,434.5446024165849,2809.4751745535173,344.4349823237584,1090.0532687552795,3848.870134370793,4382.1735479894005,911.1308575509589,test_sample_2
57618.537784595996,45208.390392422865,323.7969575481151,1562.308357011693,592.7149847383004,7516.979877722625,556.1679739055012,9095.195343759704,676.0142820658659,260.04079256974376,test_sample_3
40936.157241811976,27844.366251530595,5979.545435279196,6603.745693326946,1082.7808626526155,1004.4717653401025,12.0,3017.4584348466888,817.7350629470889,528.0677940522462,test_sample_1
18346.802002766985,31100.48939453799,1053.1753146941435,800.1045804269584,2331.1087891532266,554.7193232498281,10.0,4890.995056034756,9336.323639660352,512.6530564701947,test_sample_1
66151.23549567547,25550.992178503337,8086.233558419625,4793.861083845028,2502.6466147100623,758.485037132471,1457.1913849387047,6136.846536811177,1179.1883735063568,1070.3989269813717,test_sample_1
71707.07846827919,16610.69944889014,12.0,899.9390310012424,445.42032708580217,6031.735267245444,798.5638418165639,6606.121670794117,588.1791612351848,845.2923785155987,test_sample_1
39250.627074926175,21792.270998259846,645.506453531149,12.0,3242.113515305323,10.0,10.0,6687.517938916449,3478.0716786466865,467.74312633911074,test_sample_2
43153.42317813447,37719.00760101651,2308.9451410462852,488.90383309518694,7172.022310011315,364.7882050805316,564.3616109587269,8754.79503078238,436.3653053656111,850.067624747126,test_sample_2
27776.638124745205,43066.75335602072,1778.7493003875093,550.6037377593885,1467.8514765224418,610.2372921687586,10.0,9272.894895394784,5576.994501301278,657.8297855311888,test_sample_3
36879.0693188384,26573.961899615268,5770.98553858582,598.0807513267791,5207.69489456911,10.0,10.0,4477.282671204862,621.5659476859861,381.6965288211118,test_sample_2
49925.91047184166,21177.570737004302,3511.299344697096,429.73307269994154,6953.287851590056,316.13137486608264,262.4695035850614,2716.880579696148,16.0,719.4682811079364,test_sample_2
35719.36411468618,46910.58532019396,895.8645192178928,1103.342313701524,459.1578228769358,5655.255469622841,614.6011054200048,7130.909230619498,14.0,593.3969588259799,test_sample_1
51190.22336252349,45021.1149382474,7206.75307552258,3050.1338079492007,937.6820730750961,378.81038680450183,1276.175254402393,6671.133671420521,92.64449152636976,1022.9858245943906,test_sample_3
57333.701069109,15563.077191010858,4939.584826116828,1651.8171757716977,6969.991159015422,567.4944325725827,583.1767784177081,7337.723272126087,1226.5852940644886,400.40662290986484,test_sample_1
39584.08160008853,18585.190443812655,243.0375267863185,1180.0764274400726,403.81470562854577,798.1896701784094,7408.278131602831,7758.585245415505,620.0723914674232,3026.512076066386,test_sample_2
39599.68430158228,31655.921453842097,8465.98205787047,7115.05421234169,1508.5569671893768,1079.6165692373393,12.0,4847.336891810976,540.3535287031549,1057.2736450240463,test_sample_1
90183.90397414542,33398.80667314566,96.38375241583714,1451.4990201364024,868.296872119554,4583.930573195149,122.24956891592953,5692.317292535183,14.0,1473.6869614532552,test_sample_1
63224.513948969674,22193.98942448756,8439.732142364452,1218.7487894816495,3390.2375446968636,10.0,10.0,1809.765951643314,524.1952771432889,154.91187774098447,test_sample_1
70406.37546022957,25078.221096341553,918.8661902194071,25.293979344193758,1201.0649306891096,827.4307240243897,4323.751055588332,8242.612329507087,466.15361604691896,4976.969452257866,test_sample_1
41016.71700980189,31840.904179421228,166.66773565789848,627.8613157249694,2159.8566447083203,10.0,368.6282775321653,6185.8833703409555,2528.9729886936825,126.85442629084346,test_sample_2
38325.44297660391,27964.484657322068,3242.864923067858,4373.16088890086,16.0,21.738544219300906,522.4749299026525,5973.637131302565,611.9550102670157,273.1903110000786,test_sample_2
39177.62974611489,58140.309504404686,12.0,1349.991683421024,1063.7848482065147,4320.988866778115,937.5816977259063,3743.5972647678936,14.0,442.6659126681003,test_sample_3
47645.16156716944,30943.745353073347,4105.570918050582,1256.424964947589,3433.309779122322,10.0,514.0516528960793,6933.300720214633,883.2549100096717,651.5647213748158,test_sample_1
53293.592885859885,36081.28989406706,342.65075633723086,42.802894420419975,413.979860337714,848.9815471683576,6483.068278858017,7333.084743606697,555.896446266089,5669.047642339765,test_sample_1
66363.18489707782,28241.75865592301,6378.419959413974,6026.187247047439,397.96705635910905,123.44039238726914,676.4913830015327,8452.813167475751,10.0,1087.301596319947,test_sample_3
61524.03396926148,28279.42489458872,7966.088167136702,3230.400148972569,16.0,1111.0808430806583,494.2275246604315,7357.112210243588,200.22613336002263,2567.526825902912,test_sample_3
59200.084747523724,29523.26499414853,8267.187846772982,9654.064103449087,337.0738702196302,991.1590578919951,1361.1184047660486,5188.598347985027,209.0540676210538,915.7276735694674,test_sample_2
77102.72522201919,34606.66439801339,12.0,2329.1301992123754,10.0,2377.172938506903,669.8389733634674,6984.100858654767,1496.5911589872094,409.1589206165481,test_sample_2
46760.75112814563,28345.09174541574,6459.806655404834,953.5591329603301,10579.341215392858,554.6716524788693,727.8143794309981,8269.713665612557,16.0,700.8035411290433,test_sample_1
44380.69768480419,24241.221577077005,6880.038184976443,5142.505215755833,447.4547759019167,792.4708133283881,252.2681507022128,6855.276906223965,1460.4236627109815,1438.9785993020723,test_sample_2
47342.8087766767,32613.31001504015,935.0789926750658,555.203100804591,6251.971674668287,710.6316628101831,673.1886671447558,7642.4792281638165,3537.595564956262,213.19767815578476,test_sample_2
42116.87861697702,24662.985521536037,712.3564418194462,924.6504004803007,822.5363790144622,664.1843307185493,9512.168714159301,4739.128173965684,844.0251044437729,7253.827208272561,test_sample_1
46580.966623403976,35952.58248442538,7048.807575628935,2984.819312595754,503.364890542461,10.0,12.0,7257.888748957553,362.9134804063766,1127.6104581351128,test_sample_2
52592.277781624485,19920.16527148127,943.1163282242746,1032.9288594498787,190.61757941733984,5289.423748046729,1021.3576800808747,5738.908007033279,589.3224737486606,770.3991428995545,test_sample_3
69757.337098753,30975.45739126479,1621.4660859441317,12.0,1455.3205602840408,262.27277356240495,178.39809358714047,3490.4957101709324,6148.318721936665,10.0,test_sample_1
54816.61618537096,26130.44071197352,6184.245992970904,4032.343676905072,979.2956035295997,807.2434246543519,522.5220655988454,5484.78132689254,199.60605449262923,12.0,test_sample_1
46994.40429617306,50016.0195739622,12.0,1256.4379278752467,800.5658809565919,6416.393096599975,10.0,9594.114014404306,679.6006711419744,196.79001602792127,test_sample_2
35910.017900015046,31734.926248596003,6667.088380919004,4761.254995366888,704.0777237321519,10.0,12.0,4765.805793550884,526.0061614062047,1144.2376015421987,test_sample_2
95141.33909984314,41049.49485694079,756.3206760676105,215.67313990180634,2094.2824447168537,96.78303162753963,686.459350856421,7869.816541703789,5821.924951868468,624.4638132702092,test_sample_3
26508.359734704518,20856.245889886068,3959.5841974381174,3298.335479263195,191.6990015828535,10.0,767.9736751921308,5184.784996269612,583.3729814048861,620.1804750560932,test_sample_1
38097.210851766795,34328.31193511811,7491.191752743875,8153.781541282124,588.2441896280843,845.0400736706238,382.1355160852871,6016.632097799482,1014.8962294931614,1031.9455841784718,test_sample_1
55582.56162723389,44714.70646587839,1302.4532533621116,1100.1511833143368,1399.5233993700608,494.31200331687006,76.33267094103732,5255.139738650979,4234.849213276952,745.9410151194097,test_sample_1
1200.0,46508.61040518375,958.0176289547223,2560.40621488939,571.5855835585372,7764.2323120757355,843.5811315631768,7014.81676433009,640.6988668886302,357.4815520362923,test_sample_2
55305.95277330652,39626.85410349264,5260.205729185271,354.2921990266059,4597.092980818932,516.3440121432211,901.511975764708,6241.640939457727,2104.7311964465252,10.0,test_sample_3
62290.91621224841,12736.4992483473,6440.5896822307695,3677.4155779559787,1722.6678970039902,1036.8786718094998,153.06333293210298,8538.361682564395,886.0514017415154,756.712460743435,test_sample_3
55568.8208149083,37232.548036431166,5185.836104632554,5334.940930117136,246.4243102537531,417.1062600005273,1612.9754286935843,5687.370438061899,44.87529383338746,1597.8663427418983,test_sample_1
42245.70444283878,23083.22605079023,9475.513279716057,272.7728953526667,2580.881865542097,100.29355340469104,442.20826065454065,7655.9987852344,374.2971825202263,585.205594858321,test_sample_1
39853.585579290986,37909.51901470018,647.2193848714539,893.1871857507415,1262.284175686543,5911.449424784047,339.79791068655953,7103.391223145155,507.16951592305657,583.8120996206482,test_sample_1
68746.73938925819,25595.86938431215,3577.425340689869,6881.906164504889,758.2597395698376,781.4612645207146,1123.661796386507,8031.009706272132,307.8931503812084,732.3781096691974,test_sample_1
54959.35369200323,21921.495466902958,375.38142385460776,846.5077578098612,270.8948608981635,12.0,5180.823482881538,7875.192346460671,506.2673488524348,9096.02597752097,test_sample_1
36163.518969393,25708.13119823826,1149.6798743389145,10.0,625.174962479891,746.4286958358102,5002.857608256707,4875.24867975475,648.0418767200466,6592.560477520516,test_sample_3
49651.95785441783,22632.247420809348,8983.264076480615,991.390215983845,976.7727185762154,126.42188910457766,12.0,8512.849293837236,614.4000995469873,92.25619210511998,test_sample_3
62969.40768827338,33697.72645383776,16.31716648043021,519.8619959656698,572.2562746141059,711.7720316963296,4821.129232865729,7429.864911252323,810.8978301908086,7580.427477506721,test_sample_3
65617.59528593995,19734.44322376459,7027.107938755947,927.0660424172454,2987.9730670194012,584.5618557402499,1283.848824276082,5061.924791097451,1497.2018416887665,117.44812265504245,test_sample_1
58695.546750015084,43352.26620408589,4564.097494060629,579.5333373158918,4155.1181179244795,470.38758580423223,116.29603084582362,6658.18088061206,999.5067031885899,566.6382550641372,test_sample_3
69729.77473261785,38436.274527398855,7593.48496161389,100.0,742.1855512860346,719.0390962164462,974.2577090845585,7595.439219974616,10.0,581.7301709254054,test_sample_3
92025.61570314289,11540.92820411409,995.757463921088,918.8346169430959,30.0,1167.1894936960512,146.09976565069414,7838.4533853042985,7051.193125895706,180.20032900733793,test_sample_1
79167.19576300433,56762.88402844423,12.0,985.777665586902,150.3440998133127,7117.198965613907,557.0631003298005,6221.189320054521,1305.811736170702,142.6253224827884,test_sample_2
49744.636103205725,29378.040324821344,1043.3364946474144,692.9129845471965,1542.804364074908,167.5578316156133,48.135530519880916,2899.407831545883,9020.609053627899,711.1778442896912,test_sample_2
51945.54772182919,44327.51956775837,303.90381376551545,12.0,2274.492767352141,1000.8322432064166,1039.4027564776243,6880.092113120357,6132.589481783888,647.853422126715,test_sample_3
21450.34127318233,30885.66352580591,242.50496578465507,762.3138474845824,707.6810795923284,308.4420161233116,3347.4722920935815,6953.2751954406185,289.1311805534,7152.207517380907,test_sample_2
39089.28089015882,27692.53745761768,412.1911841192431,1364.084892246272,1290.4048421201455,838.4308694903907,6488.391325030956,7092.1518953205,655.4034304010728,4994.680456896321,test_sample_3
42834.83845179173,38947.356115609604,7768.466902392684,6029.729695451249,1449.3588624265687,350.97389787386237,230.66193158592318,7384.765994430468,178.3822938891999,1608.382747798355,test_sample_2
48987.5924166783,32020.78448487862,236.52356687009018,1449.8364902041878,731.9886241217769,5090.311204930474,835.1622336955055,7975.690129514939,1653.6973281346054,74.16011553941289,test_sample_3
62189.623069243346,36626.990888337634,1269.76366387926,835.3808898389724,44.86346618493371,309.5667056576794,361.20707997597145,6985.005596248175,6249.374579924797,219.4877258998502,test_sample_1
33927.00229194866,32369.635983774766,389.84312535207107,2330.2442152080143,10.0,4832.351802813826,248.86730895085563,7168.039405556092,548.4753048860914,1077.5730848698709,test_sample_1
45009.258833627464,23678.236941759107,527.1504680870084,476.66391958997474,1446.5552336992237,291.56522108496955,6944.090531077551,5795.4653654996955,130.59815437932156,5223.219501155879,test_sample_3
57490.23694536606,21314.793461132547,12.0,1346.8437636448848,82.42041235459394,390.19986743338904,8122.3540437225965,8467.787691028227,10.0,4896.118974165667,test_sample_2
68671.47895744289,38502.04301964226,753.4238281592889,1676.053255561604,2224.4036420761486,859.0089869312819,1089.1650910307533,5037.303807491884,6736.12507494441,362.22273424129605,test_sample_3
56368.741029980556,20222.408192062416,182.70990924773744,486.8271761596879,448.9260179753322,366.6629306805122,6036.819982185412,9806.134531973494,66.08920512055644,5205.367244899697,test_sample_2
72050.44867890638,43443.23200850474,5537.440695269986,4502.379722624942,16.0,10.0,967.1083521547606,6775.504809385408,624.9559364654798,705.4612656767241,test_sample_3
46756.12465869789,51081.82873705384,12.0,3210.7748180745084,1092.5980073090861,5102.121058264444,523.8704725308312,5064.732012682107,880.9730155018682,419.6020124690662,test_sample_1
54885.37162176358,45076.89726894212,7774.829594522027,761.7958558164304,3226.5749829317147,505.42285607145845,1320.473666607375,9942.984769175811,2273.155378845589,1014.6735297374632,test_sample_3
62750.7535240085,65772.74414677532,698.075378878859,1015.220096985078,195.8521064877852,8501.153890428244,28.983300120557818,8750.529028262077,1089.1524804880476,10.0,test_sample_1
61641.13956217229,25801.004686306096,735.4286825029611,10.0,60.62232210052977,1007.5816309871147,5823.799044242679,6659.178929999895,871.6397243534267,6170.582844993356,test_sample_1
41601.77468485393,26598.169135121443,978.1485821144967,861.8595814537754,1127.292951135786,644.8179620575804,3963.3847057207017,6142.624205278108,859.5312669735754,5099.348054504458,test_sample_2
27370.480347317898,29181.49063344632,773.896147860883,398.38517498713117,1102.1502203421476,643.3961899879398,7875.729388159907,6789.012815847505,952.0190422451482,2732.1713749058836,test_sample_3
64020.602531555356,26756.847309085384,746.2526775244883,12.0,2926.36207467876,628.6214039247848,338.6851109865362,9758.485514440863,6880.664519929696,10.0,test_sample_3
56514.99354977026,33299.901092663364,101.64292657437355,957.4015137735491,728.9441456242481,6883.246143543329,1082.0455983086667,8971.094262905854,765.4004153083764,10.0,test_sample_3
57679.343084749664,32559.44422734168,5132.958494288059,6510.650689401314,1200.772729742281,10.0,348.55409784831886,7313.7964208450785,10.0,920.3088402759684,test_sample_3
44885.56997800882,26367.893590083633,1243.180787661008,658.5464758417613,1186.9833645505457,1301.3951140025642,364.9333996621479,3950.9233150854616,5204.335443390083,130.55688441809983,test_sample_1
52986.92710410744,39000.31738057463,1168.184198778841,468.37881670765313,3039.0846054139147,743.8063915673442,634.0542137988997,5875.65168340912,7305.655430608752,663.3725031691669,test_sample_1
41950.48146837546,29315.79955916078,68.64290795425941,1108.654876830267,951.2548561688288,198.54187877659245,10.0,4368.404857799302,6346.350648606123,10.0,test_sample_1
33715.07400134582,35014.74049967425,214.69534593797297,90.8224576445364,1730.5773609026646,484.83724861927465,1634.676295566659,7535.122821123718,6828.42242552555,528.4953307245497,test_sample_2
33509.57079939471,37206.643872210225,1169.9110809291656,893.2734388652902,749.3507187106401,540.475658096936,5670.729640167006,4387.823045048526,22.416802336208928,5477.448435868617,test_sample_3
38900.278925349754,30356.600555710833,4986.667632444792,4535.562714010997,359.0282539631182,1112.9941004740062,295.45758509102643,11680.206457758428,656.8784193109578,426.44382459935423,test_sample_1
5757.128256049407,44757.5498534599,1395.2324376997158,1873.8656965804428,10.0,10166.908776447892,95.49884155216293,8100.955251099182,1282.8908793831783,492.0724673419349,test_sample_3
72428.74584294969,70849.29034219563,778.4796013094832,713.2805080623174,544.7189231996166,5916.859598363109,1315.75323500045,6002.657178743912,1703.9545140016571,888.7076151037961,test_sample_3
