FSC-A,SSC-A,CD3,CD4,CD8,CD14,CD19,CD45,CD56,CD20,cell_type,sample_id
36747.735020636566,26846.035760496434,83.45114110945246,736.0439834208815,1198.1384777028254,661.5558474940665,6693.9342900045785,7504.063588349005,1179.6021683856836,4017.948323413032,B_cells,train_sample_1
36739.64518973839,33726.10530594229,4212.660286959399,1056.0410969416891,4458.456502878552,10.0,584.8430303837355,4412.346285471539,1975.2862108515844,445.2022644120999,T_cells_CD8,train_sample_3
60427.08791373283,31487.658438106228,14.0,179.80777786881572,1237.9521306006918,976.7808884612602,318.38348794402424,4577.963076729911,4931.587298229493,76.65486228364608,NK_cells,train_sample_1
77017.20566316824,30606.32005909848,780.8418642958325,106.62857654793987,1921.0736367839113,410.4893220745075,288.07220639417824,5460.71222855161,7874.401447860333,894.5077939991711,NK_cells,train_sample_2
62036.070980591525,40752.45222695155,225.76212736584893,12.0,1572.9699083833973,662.1053032171312,96.16733207223251,5248.713055496211,3552.586956676548,696.5130369547201,NK_cells,train_sample_2
51670.02946342395,46472.139866332254,13713.001107759375,175.89936178888755,5141.669528296171,686.2670627449891,10.0,5112.532552646476,793.9822932723708,458.4116554886159,T_cells_CD8,train_sample_1
19449.013035502,49942.58605902666,324.8449370379076,1513.9177114428333,742.6894570501535,7410.771662365642,159.47708271864894,8705.347698884212,846.9494935910164,343.4388357347835,Monocytes,train_sample_2
53071.87259544845,32453.317726017623,1729.0043019249408,346.9619774281324,30.0,1114.8381406420638,586.2359323647512,4998.426717949813,6983.128545694433,663.2645690418871,NK_cells,train_sample_3
51725.87337250172,21191.86012655647,12.0,479.7589678597504,518.5253808764613,124.4625545411496,6025.370110971001,6292.381395967393,619.1900379167639,6837.7117159746995,B_cells,train_sample_3
58659.19434531502,22932.08103407265,4848.894594433494,1600.137299200909,5389.720107420084,587.1466173131219,357.6022145371359,7762.655946500088,16.0,1052.3270395482484,T_cells_CD8,train_sample_1
64969.657199980145,21064.836943895265,1602.133999546402,390.36852839571213,1811.5267819835362,359.17604686606865,377.99697419497807,5519.006441364611,4990.626484235681,382.41454823898744,NK_cells,train_sample_1
70705.2415381301,38799.89116565771,3839.8161867469194,2908.700410885728,16.0,525.4729398801487,63.830271451088805,7340.160642994295,822.7889257787809,1407.5398220645536,T_cells_CD4,train_sample_3
50195.047638588236,31962.7578417046,906.7679247891612,541.8768331246667,636.5500281113802,12.0,4809.696165350485,5513.842160968818,10.0,6326.820289041057,B_cells,train_sample_2
31777.41290456833,36569.37699101388,4882.660861511237,4519.547994576132,835.4983896482817,1115.1757578168338,1624.0934222892236,8679.658301733041,496.5700263688056,12.0,T_cells_CD4,train_sample_3
34276.893409100696,18660.351883674477,3438.9092899115676,808.4320128964339,3978.164573841443,594.491713863243,399.0983748125034,8453.515679291551,82.22986335836794,591.547499009462,T_cells_CD8,train_sample_3
47705.11907680039,29334.421626232244,1008.6255052742399,486.96857797881114,2612.1074378366557,10.0,499.9271659415801,5779.022808446172,8553.407693620631,343.5566863291289,NK_cells,train_sample_3
49940.51250874999,26886.302687981944,845.0675084719111,229.69470368220192,1094.1982268549446,10.0,182.56633451511627,4960.3859465836695,7771.853595756749,1332.4021599222167,NK_cells,train_sample_2
47380.12207015703,22625.573721467506,2267.3049605624824,7363.360586083652,1450.523236876195,242.81907131542607,1415.268140550943,5775.005849333353,395.757207011843,670.9096050985918,T_cells_CD4,train_sample_3
46879.94885427835,40568.59298549062,4016.7496492995333,915.0249163446174,6308.191223831608,463.6270304957881,661.4085615769279,4711.931297602766,1186.2251918392478,453.5627739760554,T_cells_CD8,train_sample_3
59394.22803315481,48250.68026861292,556.0003215478191,38.946353756799,571.4865145255997,7699.74927084208,1560.3506499680234,10606.994596483864,14.0,48.27172203344196,Monocytes,train_sample_2
34833.46547487862,23509.12899572697,71.70874539690271,1447.2573510452617,795.1922508936625,477.88128526003186,909.2833009191659,5430.668503339515,4573.391264953054,60.831878015500685,NK_cells,train_sample_1
44389.25115423073,32070.1233942022,9491.09382594313,734.1129412743693,3779.8219318038905,511.22878089837445,304.0738280220558,8724.616458357283,1334.973239070033,835.8961414448257,T_cells_CD8,train_sample_3
72744.98183219433,34600.00536757239,5218.564701968076,6143.228224482947,1537.0468279661848,382.27093707497477,520.47126838362,7914.331780475992,918.83709086168,1245.1862266827648,T_cells_CD4,train_sample_1
34182.62923711775,22336.55642028142,5803.794253220036,983.8787936706826,5742.275042599933,782.3875771368054,70.83148173138254,6075.371474380896,1356.0889941665946,975.0664407951082,T_cells_CD8,train_sample_3
75683.79189474045,23714.58056326517,935.3932880781283,546.3779541037693,931.3462325570773,7285.72375729605,970.5476671071458,8526.673213231767,1146.8731989695752,681.1272727658541,Monocytes,train_sample_3
61143.889346074335,40302.66297523712,6007.729915210686,6123.000258257979,1556.429944609282,10.0,12.0,7378.772269225952,819.8014534306276,468.0293594031962,T_cells_CD4,train_sample_2
45853.97737261869,17653.57222210447,6806.702550474061,873.8254766000318,5414.797137219826,411.6733100598546,235.44642922755725,5000.890347791417,721.6017815498708,10.0,T_cells_CD8,train_sample_1
40005.8614054862,31749.556683474388,7143.554589973647,2115.120708439383,6723.636918185884,397.45023093459764,10.0,9033.362919023126,827.2612509532356,359.301364493079,T_cells_CD8,train_sample_2
59781.27587754813,38042.54834944458,1401.9252165980422,353.47682488705044,3302.970302038282,542.8377309722011,1013.8558618927917,4472.868864929884,4087.0956868650346,1004.9935361226961,NK_cells,train_sample_2
50389.72541198652,42568.68997462284,4762.534793635827,4393.556514129297,227.23127438281324,483.32628569353074,382.7263708809926,8178.164585138133,639.3189247233462,428.5369950269042,T_cells_CD4,train_sample_1
64013.989780224496,29193.340523432063,486.3082324008224,226.94576288638635,1348.6307118809843,911.7618219308916,1250.1464321909186,5811.838992350078,4708.00279550987,845.4688216007082,NK_cells,train_sample_1
35978.95032305676,21012.44448273731,588.1969911664265,259.89537822032713,556.5190566115498,390.1247056773862,5751.13399910267,6368.655071757041,905.7884699799049,6301.09150697688,B_cells,train_sample_3
48887.500484649485,20836.753505618515,765.3737690499145,10.0,371.6149068721832,904.5317550050328,6504.465081387455,5639.617274221875,991.0078337811873,3095.0359573991,B_cells,train_sample_1
61204.79079148682,37618.798445786466,423.3532996411575,1304.243962122038,925.8958191078201,3665.5114223991154,759.6816738677268,11422.462601406083,1596.8760977930574,680.3908223526681,Monocytes,train_sample_2
47028.758111281575,37088.734574003865,5427.399755150164,771.2420769171146,3790.858334229367,686.5198399243483,208.14660754040762,12631.08556945707,1045.3818807201799,314.18907254773274,T_cells_CD8,train_sample_1
41523.684085433066,24216.042033064165,549.6894730480832,10.0,1246.1916893490743,205.0649173696621,4798.229357351907,7737.8836030763205,258.09646731509713,5151.617378829575,B_cells,train_sample_1
56663.28503309918,46825.77112727177,1220.083865532286,986.4718326655156,2313.532568138267,188.683500348543,624.5018994056212,7886.827948081001,3933.5270759624755,508.04239364915077,NK_cells,train_sample_2
54629.29413694127,23640.522628502516,4106.988750944572,3977.40137577931,1200.7167946195486,10.0,79.57963848249696,5207.778811615228,708.4229024141937,1032.3119898143034,T_cells_CD4,train_sample_2
34228.24161968982,35066.98038366906,553.0038583236467,21.49151279655112,62.32732247823688,550.398149644867,7644.269697450213,7638.865019156605,10.0,5622.931970587481,B_cells,train_sample_3
44459.773941727515,23936.083492853097,6762.884409652115,14.0,5372.077322114605,721.4842105391307,650.4797279310957,7036.453521098925,553.7958997659073,802.2885856689779,T_cells_CD8,train_sample_2
43183.91093463672,25804.493458855384,4086.1659651944956,2026.4976174414974,2665.87067758232,495.3846614737275,939.1374680046343,8206.90211219461,1850.7429865107395,831.0302104086659,T_cells_CD8,train_sample_2
53822.75579883646,36652.600979848525,14.0,1273.4610904021724,1140.0878314500817,562.9701143430956,766.0374224829071,8108.544726241555,5701.435746522696,612.8016361358754,NK_cells,train_sample_1
39563.20318210908,42254.67002007926,4976.894344396389,400.24137174309357,4033.7446775463422,200.5001060500781,10.0,6228.516414746908,384.3859355820517,598.7682380640979,T_cells_CD8,train_sample_3
47428.09546293983,25922.195270186756,8950.93350345025,1964.2856580203638,16.0,1254.8378575432941,12.0,7448.955404524304,65.3862204893349,858.3389279264725,T_cells_CD4,train_sample_3
50358.14230542018,44981.26558932243,9047.212735293166,6777.375031070068,2251.48116290934,713.4941519950318,663.2649477213179,7790.0968913041515,10.0,601.365304644518,T_cells_CD4,train_sample_2
71157.96898725188,48802.32629051572,1239.8266142157668,1860.527991207758,779.5851134912335,5085.247229560604,126.72854615597892,7853.496363785734,960.4680896007219,1410.6097565148489,Monocytes,train_sample_2
44712.5717817776,18330.768606665293,712.1586858765885,1342.5456097570047,1013.3027442572062,279.20470401205216,6232.878680968467,6979.020451949341,1013.4717910802028,5003.630440619824,B_cells,train_sample_3
58241.38039499163,19465.542568058736,3641.77019363723,3174.9323179324447,188.0385002491198,132.27499718973894,12.0,7342.319186602705,241.91016569664166,312.8360312934238,T_cells_CD4,train_sample_2
82962.41086439944,51862.72691875849,928.4117484912397,1684.339427252802,961.7899449510804,7739.7269549320345,806.1001927947982,8766.810660679675,1606.389717655432,1326.9717809124743,Monocytes,train_sample_1
53279.88891585423,31167.175861076837,5800.846241619008,4659.349442976763,229.28129963715662,565.5258041743457,1296.889090057287,6408.296436908919,375.351541506572,567.2843247845897,T_cells_CD4,train_sample_1
35464.754696279284,29985.62280480434,5351.33673529173,3364.0131590623705,1156.9390729504262,539.7353944372239,936.6418076813454,6599.455445266484,235.0422180449886,1209.7689069894388,T_cells_CD4,train_sample_1
47309.800482272425,36305.509067184445,5778.475796447419,3595.2218006348103,877.1747954201965,1344.6037212097017,177.45928119321817,5009.947880920809,889.3068573420568,50.61352882902817,T_cells_CD4,train_sample_2
56734.26694279079,48859.91602714411,144.88639709195758,1999.1342606105386,702.7961315628778,6697.535448605352,462.05407698671837,10907.395594462489,190.87913869135733,569.9903220125793,Monocytes,train_sample_2
44367.78928992207,34511.783488606736,1110.4487448312752,1099.5119152211107,2342.6455160156015,477.94120406526673,572.3198672698497,4819.209932859018,4183.232978571575,863.8655301731415,NK_cells,train_sample_2
25158.91785714972,13138.797037987155,554.2419244313912,686.5237742726416,773.1724234461875,404.79394544750204,595.007779878308,4273.577711892422,3285.4065242774423,409.2275086613055,NK_cells,train_sample_3
48782.6076452341,29084.114282927065,967.79418991204,421.79018742675885,918.9147203095314,154.0532536025987,5321.632045533512,6007.196237003532,238.49595488354157,1976.5239432994051,B_cells,train_sample_2
75561.84989900546,20963.46024117873,1433.9959735292523,935.39550305373,1514.5521103047329,206.19787933727804,632.6176944118412,6874.171487235896,2167.5339999145403,372.1736539540749,NK_cells,train_sample_1
45248.74721746322,18561.544797773615,892.8831415598528,1053.0498263282714,10.0,861.2999293159659,4578.502846445167,4915.773607707273,1033.1241825223938,4618.3426312944275,B_cells,train_sample_1
59163.883469998116,17914.639523653288,6786.24139260167,1443.5218830716963,5008.618000132072,93.41098639822722,394.85648859447235,2994.344168515646,1368.3133465926585,544.9941623953072,T_cells_CD8,train_sample_2
55797.423089821605,23460.014163544947,77.23963193157033,12.0,371.6705149610214,677.4025253159245,387.4672088838785,4293.697102109111,4703.266483390829,764.7080013802156,NK_cells,train_sample_2
30875.01377644517,45897.61173978189,7746.345701701652,7259.327507779063,1086.0728589371097,568.1324528964517,1085.129992030078,6071.270967492827,1429.0393244078887,1426.8139046133176,T_cells_CD4,train_sample_2
46941.85198964663,18423.766195629025,9545.901341126819,985.5053872319038,4303.892504956995,371.71143076682307,616.2877997645538,8139.670950835399,371.5266201006105,374.7501617687772,T_cells_CD8,train_sample_3
67824.93787792111,29797.485283315702,7131.891828495065,5594.951138479,1310.8370576254542,71.24803078117114,590.2990128865821,4148.20625423356,868.3551354312879,1118.8010200251751,T_cells_CD4,train_sample_2
32169.517179291197,39499.81474715267,838.6621243078633,97.28250325092242,3065.3731117255434,10.0,154.97394781365753,5006.46270857795,1771.817615719317,1059.6121071784987,NK_cells,train_sample_3
34825.85292644704,19496.505377503378,475.5561396311085,863.4647115309598,441.9185183494403,270.91036612277344,6059.91342238994,7533.576378748506,763.3891719157346,5611.017148093318,B_cells,train_sample_3
49871.63683730149,37056.37454717391,879.2185360597343,2016.359765400687,368.8561619428813,5041.86369800138,712.025126982656,6825.546963956531,505.6235109983316,867.4348920975378,Monocytes,train_sample_1
42529.762104055786,31182.11852154465,7029.043671012231,436.5612819869276,7893.251957250643,725.7933368046623,725.2352526122532,8763.752401429998,1530.7325935485399,836.2185357398971,T_cells_CD8,train_sample_1
85418.61778227352,32915.619134259054,524.1732519850071,782.2659248363562,61.374927501775815,7144.092321075834,265.90758463095426,7802.5903070205795,431.5726085068829,1044.5063064357114,Monocytes,train_sample_2
36883.00862866984,37970.30267759937,953.0288174835338,12.0,710.3004515186927,198.95317146853458,799.9924342695318,6308.816037282933,7377.10972091191,10.0,NK_cells,train_sample_1
64890.630561696096,37317.07312078247,12.0,1672.9710371614208,500.2818163255718,4020.8332687091115,35.33484547511998,6440.8700830017915,345.7980469097148,557.1779171092857,Monocytes,train_sample_2
24998.599315849948,16875.920652867746,12.0,57.926762102053786,526.5413215197199,938.5266805356134,8141.051310876926,7702.680550892889,839.8958118531534,5330.11580320973,B_cells,train_sample_1
63646.83172713276,35633.00054652993,558.5798209874115,209.0111974453097,2196.6863038539595,168.4370729546107,201.30722350185744,4801.5365287589675,6955.386123860385,385.0961312624232,NK_cells,train_sample_2
67178.60507504363,29765.333489903936,10269.263382099967,4855.975162689108,897.6941711838182,10.0,30.690134454978207,6306.821095085838,777.6996417437327,1230.3139056536788,T_cells_CD4,train_sample_2
44907.23836420666,19736.423388674673,7604.273968900988,14.0,9368.270255214893,585.7006089024131,713.9814448991876,6373.335324101281,1239.5197070710597,1157.894042775516,T_cells_CD8,train_sample_1
62658.59263126744,26047.29697639382,628.6849538773921,1598.7554564594982,860.5232288636782,7600.6243688415725,806.751024674585,8212.593014158876,221.11044100183219,88.54192064504673,Monocytes,train_sample_1
56272.54023432068,25830.06743242311,1101.0981876639491,199.0524682667789,2407.0308476513674,624.5245236314456,10.0,5758.4579881937825,7845.543121385274,258.0471026611421,NK_cells,train_sample_2
49799.410241605554,17133.034025026973,12.0,10.0,10.0,943.538909435134,3170.834094500723,7954.3871784844705,564.9103497986536,3943.4888844940842,B_cells,train_sample_1
41299.020725816794,60821.39739311153,1297.9488992919946,1549.2863556858636,407.5143357102191,6152.697966631583,481.3829476500771,15312.696828819604,1266.2425423064756,1101.6995879191522,Monocytes,train_sample_1
50149.146658928876,35615.99613790362,180.415344075806,543.7284867797285,1220.3811429649018,147.07407089879078,5323.73533700758,5102.399934829509,811.8997663103256,4975.665753671408,B_cells,train_sample_3
45069.68172794505,39922.66196631546,390.63642746957646,782.8026723626701,966.3094436357443,7206.6923806243485,10.0,10476.896997748205,937.262246568134,770.2062828652281,Monocytes,train_sample_2
64663.97580977901,31250.22886243688,350.98464417346133,24.0,664.418473788952,6992.625856357974,416.6850456301568,9634.811614772969,14.0,1224.7102083743878,Monocytes,train_sample_3
41341.975534294594,37199.38311844471,381.0852866370086,658.6516334390749,10.0,5663.944948632961,847.9953381671618,9121.107952617542,1512.3996175981392,714.6336921926683,Monocytes,train_sample_2
52951.05964700688,29748.310883831167,1408.9819204670148,4907.527906649897,593.8228899849222,373.34720912942817,340.0694579812811,5586.580103958389,49.610084584387195,335.8555350390018,T_cells_CD4,train_sample_3
44963.284830988836,33590.920332661924,1319.5707000929028,326.8873979478706,662.0842464863506,228.03556378029464,3497.8120017387887,7946.825850024839,854.6440626399927,6952.441246461265,B_cells,train_sample_1
59178.952273894254,20477.993855547582,446.59290458905707,832.1311800871858,523.9220846013404,188.27367359643017,5326.061178247804,8080.04675533534,559.4552211707646,5756.476063456521,B_cells,train_sample_2
49692.65303774753,22077.400802291042,7756.237754563146,386.8453882288767,2047.7616261728924,243.18454758198754,356.63009045400224,8172.767647554179,333.04715016560846,354.3843921252191,T_cells_CD8,train_sample_3
76319.58706032841,19508.159091232978,8555.82769924261,1051.1926339916529,5139.980781442907,497.40552688686716,98.82389451061823,6653.509956378511,16.0,737.5907341189127,T_cells_CD8,train_sample_3
47319.355524525636,24904.428698768326,5491.989331285346,4503.7430239486675,331.92914045087116,254.90792058036962,1564.4277034516103,5847.068969732189,113.7898115527182,244.83860148804743,T_cells_CD4,train_sample_1
50356.43840389568,29061.579019799374,7109.48759816444,7028.531164358945,1240.3552341210775,895.4248613744483,12.0,7717.37800301235,634.4266180023762,1378.0423591170756,T_cells_CD4,train_sample_1
50836.91695507491,21409.601651458517,2254.291477413587,7083.902675196826,336.01059589593524,134.61399066394938,1891.692980335402,4558.898150387231,111.12449656299093,884.0721383438524,T_cells_CD4,train_sample_2
76975.60760490104,35486.93648034528,937.545895158127,1348.7917621038878,10.0,7642.621172660378,872.5615371143022,5867.842933297652,1059.839331212965,618.7718726812196,Monocytes,train_sample_1
53279.688230421736,31465.056825791835,4429.470745874549,638.964100116249,5785.359006750477,447.0251073930859,10.0,8866.797730802016,1138.3226148897058,1080.4067163450736,T_cells_CD8,train_sample_3
57564.531062834285,30427.72905928969,1145.3303387655055,10.0,1776.2591404104287,441.3576795098824,2252.8145696354527,6936.656318468407,903.6255364878805,4931.265362002859,B_cells,train_sample_2
